32,32,3,3,3,16,0,1
32,32,16,3,3,16,0,0.53125
32,32,16,3,3,16,0,0.59375
32,32,16,3,3,16,0,0.75
32,32,16,3,3,16,0,0.625
32,32,16,3,3,16,0,0.75
32,32,16,3,3,16,0,0.75
32,32,16,3,3,16,0,0.5625
32,32,16,3,3,16,0,0.71875
32,32,16,3,3,16,0,0.8125
32,32,16,3,3,16,0,0.71875
32,32,16,3,3,16,0,0.6875
32,32,16,3,3,32,1,0.742188
16,16,32,3,3,32,0,0.65625
16,16,32,3,3,32,0,0.648438
16,16,32,3,3,32,0,0.59375
16,16,32,3,3,32,0,0.601562
16,16,32,3,3,32,0,0.679688
16,16,32,3,3,32,0,0.734375
16,16,32,3,3,32,0,0.59375
16,16,32,3,3,32,0,0.6875
16,16,32,3,3,32,0,0.625
16,16,32,3,3,64,1,0.763672
8,8,64,3,3,64,0,0.642578
8,8,64,3,3,64,0,0.707031
8,8,64,3,3,64,0,0.708984
8,8,64,3,3,64,0,0.761719
8,8,64,3,3,64,0,0.75
8,8,64,3,3,64,0,0.814453
8,8,64,3,3,64,0,0.673828
8,8,64,3,3,64,0,0.810547
1,1,64,1,1,10,0,1
