32,32,3,3,3,24,0
32,32,24,1,1,48,0
32,32,48,3,3,12,0
32,32,36,1,1,48,0
32,32,48,3,3,12,0
32,32,48,1,1,48,0
32,32,48,3,3,12,0
32,32,60,1,1,48,0
32,32,48,3,3,12,0
32,32,72,1,1,48,0
32,32,48,3,3,12,0
32,32,84,1,1,48,0
32,32,48,3,3,12,0
32,32,96,1,1,48,1
16,16,48,1,1,12,0
16,16,48,3,3,48,0
16,16,60,1,1,12,0
16,16,48,3,3,48,0
16,16,72,1,1,12,0
16,16,48,3,3,48,0
16,16,84,1,1,12,0
16,16,48,3,3,48,0
16,16,96,1,1,12,0
16,16,48,3,3,48,0
16,16,108,1,1,12,0
16,16,48,3,3,48,0
16,16,120,1,1,12,1
8,8,60,1,1,48,0
8,8,48,3,3,12,0
8,8,72,1,1,48,0
8,8,48,3,3,12,0
8,8,84,1,1,48,0
8,8,48,3,3,12,0
8,8,96,1,1,48,0
8,8,48,3,3,12,0
8,8,108,1,1,48,0
8,8,48,3,3,12,0
8,8,120,1,1,48,0
8,8,48,3,3,12,1
1,1,132,1,1,100,0
