32,32,3,3,3,48,0
32,32,48,3,3,24,0
32,32,72,3,3,24,0
32,32,96,3,3,24,0
32,32,120,3,3,24,0
32,32,144,3,3,24,0
32,32,168,3,3,24,0
32,32,192,3,3,24,0
32,32,216,3,3,24,0
32,32,240,3,3,24,0
32,32,264,3,3,24,0
32,32,288,3,3,24,0
32,32,312,3,3,24,0
32,32,336,3,3,24,0
32,32,360,3,3,24,0
32,32,384,3,3,24,0
32,32,408,3,3,24,0
32,32,432,3,3,24,0
32,32,456,3,3,24,0
32,32,480,3,3,24,0
32,32,504,3,3,24,0
32,32,528,3,3,24,0
32,32,552,3,3,24,0
32,32,576,3,3,24,0
32,32,600,3,3,24,0
32,32,624,3,3,24,0
32,32,648,3,3,24,0
32,32,672,3,3,24,0
32,32,696,3,3,24,0
32,32,720,3,3,24,0
32,32,744,3,3,24,0
32,32,768,3,3,24,0
32,32,792,3,3,24,0
32,32,816,1,1,816,1
16,16,816,3,3,24,0
16,16,840,3,3,24,0
16,16,864,3,3,24,0
16,16,888,3,3,24,0
16,16,912,3,3,24,0
16,16,936,3,3,24,0
16,16,960,3,3,24,0
16,16,984,3,3,24,0
16,16,1008,3,3,24,0
16,16,1032,3,3,24,0
16,16,1056,3,3,24,0
16,16,1080,3,3,24,0
16,16,1104,3,3,24,0
16,16,1128,3,3,24,0
16,16,1152,3,3,24,0
16,16,1176,3,3,24,0
16,16,1200,3,3,24,0
16,16,1224,3,3,24,0
16,16,1248,3,3,24,0
16,16,1272,3,3,24,0
16,16,1296,3,3,24,0
16,16,1320,3,3,24,0
16,16,1344,3,3,24,0
16,16,1368,3,3,24,0
16,16,1392,3,3,24,0
16,16,1416,3,3,24,0
16,16,1440,3,3,24,0
16,16,1464,3,3,24,0
16,16,1488,3,3,24,0
16,16,1512,3,3,24,0
16,16,1536,3,3,24,0
16,16,1560,3,3,24,0
16,16,1584,1,1,1584,1
8,8,1584,3,3,24,0
8,8,1608,3,3,24,0
8,8,1632,3,3,24,0
8,8,1656,3,3,24,0
8,8,1680,3,3,24,0
8,8,1704,3,3,24,0
8,8,1728,3,3,24,0
8,8,1752,3,3,24,0
8,8,1776,3,3,24,0
8,8,1800,3,3,24,0
8,8,1824,3,3,24,0
8,8,1848,3,3,24,0
8,8,1872,3,3,24,0
8,8,1896,3,3,24,0
8,8,1920,3,3,24,0
8,8,1944,3,3,24,0
8,8,1968,3,3,24,0
8,8,1992,3,3,24,0
8,8,2016,3,3,24,0
8,8,2040,3,3,24,0
8,8,2064,3,3,24,0
8,8,2088,3,3,24,0
8,8,2112,3,3,24,0
8,8,2136,3,3,24,0
8,8,2160,3,3,24,0
8,8,2184,3,3,24,0
8,8,2208,3,3,24,0
8,8,2232,3,3,24,0
8,8,2256,3,3,24,0
8,8,2280,3,3,24,0
8,8,2304,3,3,24,0
8,8,2328,3,3,24,1
1,1,2352,1,1,10,0
